date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:10	3549/3549	---M-Z	200	added ('OK')	text/css	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/css/searchPage.css	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/css/searchPage.css	(from https://www.dmhospital.org/default)
15:29:11	3145/3145	---M-Z	200	added ('OK')	text/css	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/css/slick-theme.css	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/css/slick-theme.css	(from https://www.dmhospital.org/default)
15:29:11	3021/3021	---M-Z	200	added ('OK')	text/css	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/css/news.css	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/css/news.css	(from https://www.dmhospital.org/default)
15:29:12	1895/1895	---M--	200	added ('OK')	text/css	etag:%226ef660be3e2d91:0%22	https://www.dmhospital.org/cms/Template/Default/css/slick.css	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/css/slick.css	(from https://www.dmhospital.org/default)
15:29:12	20794/20794	---M--	200	added ('OK')	application/x-javascript	date:Tue,%2030%20Jun%202020%2002:11:19%20GMT	https://www.dmhospital.org/WebResource.axd?d=6s4lJ-JlHXr_y7NtjpTDB_leIJbeUCHV76TjL7iqLlFkLP9xDAoEAm45r8leYeK-Eju9_jiRpq4_Um69yuB3KpkCwt81&t=637290996790368644	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/WebResourcebf87.js	(from https://www.dmhospital.org/default)
15:29:12	87915/87915	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2016%20Sep%202023%2001:45:38%20GMT	https://www.dmhospital.org/ScriptResource.axd?d=g7ZeqCldgQqcWfO1MJNID7PGRO43PcZrsTO2M2EyVouusNQQhVIwfj_Rdu5sP7-u4aOD4u2hCOpY0ZIBXoAo6FSNnne7HA7N4efYs5PsBkBz84RC0&t=705c9838	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/ScriptResource5a3c.js	(from https://www.dmhospital.org/default)
15:29:13	37260/37260	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2016%20Sep%202023%2001:45:38%20GMT	https://www.dmhospital.org/ScriptResource.axd?d=Wu_aTYtj5LTSCj4bhZa6dIWCKGXV4GHjAcl__3tnDr6dTkBOAfwPLALK87btRCUBVo6OLFcl8CCbBfCXRqmiJAt5Zc7WuT_hM2r4_cHOWbVopigoyXtS2dS0TfZ2C2j-plcoWQ2&t=705c9838	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/ScriptResource91b8.js	(from https://www.dmhospital.org/default)
15:29:13	93867/93867	---M-Z	200	added ('OK')	application/javascript	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/js/jquery-1.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/jquery-1.js	(from https://www.dmhospital.org/default)
15:29:13	91965/91965	---M-Z	200	added ('OK')	application/javascript	etag:%22033106bfce2d91:0%22	https://www.dmhospital.org/cms/Template/Default/js/slick.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/slick.js	(from https://www.dmhospital.org/default)
15:29:14	82978/82978	---M-Z	200	added ('OK')	application/javascript	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/js/jquery.min.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/jquery.min.js	(from https://www.dmhospital.org/default)
15:29:14	39940/39940	---M-Z	200	added ('OK')	application/javascript	etag:%2206cc46b7e76d61:0%22	https://www.dmhospital.org/cms/Template/Default/js/ga.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/ga.js	(from https://www.dmhospital.org/default)
15:29:14	25742/25742	---M-Z	200	added ('OK')	application/javascript	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/js/bootstrap.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/bootstrap.js	(from https://www.dmhospital.org/default)
15:29:15	16033/16033	---M-Z	200	added ('OK')	application/javascript	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/js/jquery.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/jquery.js	(from https://www.dmhospital.org/default)
15:29:15	6798/6798	---M--	200	added ('OK')	application/javascript	etag:%229240a481a95d91:0%22	https://www.dmhospital.org/cms/Template/Default/js/scripts.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/scripts.js	(from https://www.dmhospital.org/default)
15:29:15	3397/3397	---M--	200	added ('OK')	application/javascript	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Template/Default/js/responsiveslides.min.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Template/Default/js/responsiveslides.min.js	(from https://www.dmhospital.org/default)
15:29:16	10871/10871	---M--	200	added ('OK')	image/png	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Media/image/Ambulance-icon.png	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Media/image/Ambulance-icon.png	(from https://www.dmhospital.org/default)
15:29:16	5737/5737	---M--	200	added ('OK')	image/png	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Media/image/google-play-badge.png	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Media/image/google-play-badge.png	(from https://www.dmhospital.org/default)
15:29:16	5636/5636	---M--	200	added ('OK')	image/png	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Media/image/download-on-the-app-store.png	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Media/image/download-on-the-app-store.png	(from https://www.dmhospital.org/default)
15:29:17	2409/2409	---M--	200	added ('OK')	image/png	etag:%220be6b63c6b7d41:0%22	https://www.dmhospital.org/cms/Media/image/logo.png	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/Media/image/logo.png	(from https://www.dmhospital.org/default)
15:29:17	1294/1294	---M--	200	added ('OK')	application/javascript	etag:%22031e8a05db7d41:0%22	https://www.dmhospital.org/cms/javascript/JSselectedmenu.js	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/cms/javascript/JSselectedmenu.js	(from https://www.dmhospital.org/default)
15:29:18	32934/32934	---M--	200	added ('OK')	text/html	date:Sat,%2016%20Sep%202023%2009:58:17%20GMT	https://www.dmhospital.org/about-us	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/about-us.html	(from https://www.dmhospital.org/default)
15:29:18	30162/30162	---M--	200	added ('OK')	text/html	date:Sat,%2016%20Sep%202023%2009:58:17%20GMT	https://www.dmhospital.org/about-hospital	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/about-hospital.html	(from https://www.dmhospital.org/default)
15:29:18	26019/26019	---M--	200	added ('OK')	text/html	date:Sat,%2016%20Sep%202023%2009:58:17%20GMT	https://www.dmhospital.org/associates	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/associates.html	(from https://www.dmhospital.org/default)
15:29:19	28738/28738	---M--	200	added ('OK')	text/html	date:Sat,%2016%20Sep%202023%2009:58:17%20GMT	https://www.dmhospital.org/accreditations	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/accreditations.html	(from https://www.dmhospital.org/default)
15:29:19	66049/66049	---M--	200	added ('OK')	text/html	date:Sat,%2016%20Sep%202023%2009:58:18%20GMT	https://www.dmhospital.org/supportHospitalDonations	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/supportHospitalDonations.html	(from https://www.dmhospital.org/default)
15:29:19	30993/30993	---M--	200	added ('OK')	text/html	date:Sat,%2016%20Sep%202023%2009:58:18%20GMT	https://www.dmhospital.org/why-the-best	D:/PRogramming/Copied%20Websites/denantah/www.dmhospital.org/why-the-best.html	(from https://www.dmhospital.org/default)
